date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-07-27,Apple stock plummets after disappointing earnings,Apple stock plummets after disappointing earnings according to Investor's Business Daily analysis.,Apple stock plummets after disappointing earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/57456,Investor's Business Daily,2025-07-27T13:23:50Z,negative,0.3143774203289035,0.05899096075847021,0.7304994374638689,0.21050960177766093,down,22726547,-0.03713118649164268,1851240435371.3533,IBM Corporation,MSFT
2025-05-24,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to CNBC analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/36205,CNBC,2025-05-24T13:23:50Z,negative,0.1730911165617986,0.17015781574869593,0.7257072235760427,0.10413496067526139,down,40786906,-0.04312503161886597,355252898700.70526,Advanced Micro Devices,TSLA
2025-05-17,Adobe reports strong subscription growth,Adobe reports strong subscription growth according to Seeking Alpha analysis.,Adobe reports strong subscription growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/96907,Seeking Alpha,2025-05-17T13:23:50Z,positive,0.8807323230521897,0.7440908976126971,0.11903681380681401,0.13687228858048886,up,30908822,-0.04019152027604542,1614406933618.706,Meta Platforms,NFLX
2025-07-05,NVIDIA announces new chip architecture,NVIDIA announces new chip architecture according to TheStreet analysis.,NVIDIA announces new chip architecture. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/98921,TheStreet,2025-07-05T13:23:50Z,neutral,0.6108623506577655,0.34819377032718807,0.24629080332292286,0.4055154263498891,flat,35777477,0.009127266098172798,1325908679754.5835,Oracle Corporation,NVDA
2025-06-18,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Bloomberg analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/15574,Bloomberg,2025-06-18T13:23:50Z,negative,0.24556042809428175,0.1607831671635961,0.6482590750370398,0.190957757799364,down,20720121,0.09234943554798669,1386063976965.6077,Bank of America,TSLA
2025-07-15,Apple announces new product line,Apple announces new product line according to CNBC analysis.,Apple announces new product line. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/21586,CNBC,2025-07-15T13:23:50Z,neutral,0.6343590325997206,0.19655423993306623,0.2677106802222331,0.5357350798447008,down,26222396,-0.12437925471273785,900158177418.153,Meta Platforms,NVDA
2025-05-03,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Bloomberg analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/98147,Bloomberg,2025-05-03T13:23:50Z,positive,0.8673159067994134,0.6430396897214946,0.22363878937436213,0.13332152090414334,up,46110158,0.1094984928623329,641919193193.9033,Goldman Sachs Group,MSFT
2025-07-09,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Barron's analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/95395,Barron's,2025-07-09T13:23:50Z,negative,0.09049354582149263,0.1071679505545859,0.757080130551858,0.1357519188935562,down,13750721,-0.03358245772171291,1592134214111.6145,Amazon.com Inc.,MSFT
2025-05-25,Apple stock plummets after disappointing earnings,Apple stock plummets after disappointing earnings according to Financial Times analysis.,Apple stock plummets after disappointing earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/21760,Financial Times,2025-05-25T13:23:50Z,negative,0.31199326197731847,0.05442205545527834,0.7923135985615702,0.15326434598315145,down,38723927,0.006947400241794799,1749075731464.0012,Adobe Inc.,TSLA
2025-07-16,Meta Platforms updates privacy policy,Meta Platforms updates privacy policy according to Benzinga analysis.,Meta Platforms updates privacy policy. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/49465,Benzinga,2025-07-16T13:23:50Z,neutral,0.5088718042138025,0.24487253026458863,0.22678281063339936,0.5283446591020121,flat,21038018,-0.12817912146684105,1580472616078.4905,Oracle Corporation,NFLX
2025-07-21,Walmart stock rises on positive outlook,Walmart stock rises on positive outlook according to Financial Times analysis.,Walmart stock rises on positive outlook. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/26493,Financial Times,2025-07-21T13:23:50Z,positive,0.8485580936645016,0.6878323346998341,0.20612974680569285,0.10603791849447299,flat,38421725,-0.14254214522526173,8824297365.045887,Microsoft Corporation,AAPL
2025-06-21,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Investor's Business Daily analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/74210,Investor's Business Daily,2025-06-21T13:23:50Z,negative,0.24843986159709558,0.24111060759994135,0.6581030251591478,0.10078636724091085,down,25803477,-0.08451804036555187,261772368477.29245,Netflix Inc.,NVDA
2025-05-29,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Barron's analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/38225,Barron's,2025-05-29T13:23:50Z,negative,0.2273903446769734,0.1758221459088859,0.6701791359119391,0.1539987181791751,down,17780412,0.028819179330178524,180214810240.1223,Apple Inc.,NFLX
2025-05-25,Cisco reports weak quarterly results,Cisco reports weak quarterly results according to Reuters analysis.,Cisco reports weak quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/66866,Reuters,2025-05-25T13:23:50Z,negative,0.17499081122412516,0.07555449724596401,0.7455811913262467,0.1788643114277893,down,26790412,-0.14885091284990323,477011561664.74347,IBM Corporation,AAPL
2025-05-04,Walmart opens new store locations,Walmart opens new store locations according to Wall Street Journal analysis.,Walmart opens new store locations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/62186,Wall Street Journal,2025-05-04T13:23:50Z,neutral,0.5537515098613979,0.18913937238942002,0.3509280555140526,0.4599325720965273,down,27424936,-0.11574486592886035,1037119126135.9368,NVIDIA Corporation,AAPL
2025-06-02,"Microsoft reports record profits, shares jump 8%","Microsoft reports record profits, shares jump 8% according to Zacks analysis.","Microsoft reports record profits, shares jump 8%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/97459,Zacks,2025-06-02T13:23:50Z,positive,0.73605399369416,0.8059102618362597,0.09653666641286478,0.09755307175087546,flat,17907550,0.1417567486900986,1088515900623.8566,Amazon.com Inc.,GOOGL
2025-05-09,Amazon expands into new market,Amazon expands into new market according to Seeking Alpha analysis.,Amazon expands into new market. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/44470,Seeking Alpha,2025-05-09T13:23:50Z,neutral,0.6110074776560497,0.30044634511295487,0.21388541996184532,0.48566823492519984,flat,26802855,-0.10292481838883186,31030061419.152023,Walmart Inc.,MSFT
2025-05-30,Apple stock plummets after disappointing earnings,Apple stock plummets after disappointing earnings according to Seeking Alpha analysis.,Apple stock plummets after disappointing earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/56144,Seeking Alpha,2025-05-30T13:23:50Z,negative,0.13232351630011255,0.10818045228260295,0.6935729798049519,0.19824656791244508,down,11760301,0.10517405919197984,1101540055939.371,Verizon Communications,GOOGL
2025-06-18,Intel stock rises on new chip technology,Intel stock rises on new chip technology according to CNBC analysis.,Intel stock rises on new chip technology. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/23806,CNBC,2025-06-18T13:23:50Z,positive,0.726398505929734,0.8432510605143289,0.08211196440834441,0.07463697507732676,up,22196641,-0.13287027646644708,221975789450.85245,Advanced Micro Devices,AAPL
2025-06-06,Salesforce reports disappointing growth,Salesforce reports disappointing growth according to Seeking Alpha analysis.,Salesforce reports disappointing growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/40984,Seeking Alpha,2025-06-06T13:23:50Z,negative,0.2821985261882027,0.06917399419520054,0.6913983712098661,0.2394276345949333,down,37062152,0.002605185205223709,110373635492.44624,Tesla Inc.,NFLX
2025-05-19,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Bloomberg analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/99614,Bloomberg,2025-05-19T13:23:50Z,negative,0.281068629694962,0.21415490436801418,0.7193201304076446,0.06652496522434122,flat,9480287,-0.08593875663481458,1352509975294.989,Salesforce Inc.,GOOGL
2025-05-17,Walmart stock rises on positive outlook,Walmart stock rises on positive outlook according to Bloomberg analysis.,Walmart stock rises on positive outlook. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/97154,Bloomberg,2025-05-17T13:23:50Z,positive,0.6969587640247223,0.7352131142666036,0.17999923159004275,0.08478765414335353,flat,33122771,0.12442479861829811,334733407889.9039,JPMorgan Chase,META
2025-05-28,"Amazon misses revenue targets, shares decline","Amazon misses revenue targets, shares decline according to TheStreet analysis.","Amazon misses revenue targets, shares decline. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://thestreet.com/article/30431,TheStreet,2025-05-28T13:23:50Z,negative,0.1703757749611184,0.20505975719020755,0.676904864624882,0.11803537818491039,down,10980178,0.08438719422170765,39783089990.81265,Meta Platforms,NFLX
2025-05-02,Meta Platforms updates privacy policy,Meta Platforms updates privacy policy according to Bloomberg analysis.,Meta Platforms updates privacy policy. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/44959,Bloomberg,2025-05-02T13:23:50Z,neutral,0.37157201519493366,0.3190534567301382,0.32720292879975066,0.35374361447011116,up,5768424,-0.08981037295602795,1430558416845.54,Microsoft Corporation,AAPL
2025-06-20,Tesla announces new factory location,Tesla announces new factory location according to Seeking Alpha analysis.,Tesla announces new factory location. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/69072,Seeking Alpha,2025-06-20T13:23:50Z,neutral,0.5698515011817247,0.2624183052607275,0.2609054757550537,0.47667621898421886,flat,41946799,-0.0921481173173263,383020139759.59875,Alphabet Inc.,AAPL
2025-06-19,"Amazon revenue soars, stock hits all-time high","Amazon revenue soars, stock hits all-time high according to CNBC analysis.","Amazon revenue soars, stock hits all-time high. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://cnbc.com/article/45233,CNBC,2025-06-19T13:23:50Z,positive,0.9329587549080351,0.8050243934531071,0.08363499268547857,0.11134061386141443,up,38685711,-0.005143570505115963,1319055417170.4092,Cisco Systems,AAPL
2025-05-05,Goldman Sachs reports quarterly results,Goldman Sachs reports quarterly results according to Reuters analysis.,Goldman Sachs reports quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/25248,Reuters,2025-05-05T13:23:50Z,neutral,0.44601786925507475,0.28717792516537777,0.24838498298388428,0.4644370918507379,flat,29065499,0.03866194332399156,1525932956790.6116,Amazon.com Inc.,NFLX
2025-06-13,NVIDIA announces new chip architecture,NVIDIA announces new chip architecture according to Zacks analysis.,NVIDIA announces new chip architecture. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/19967,Zacks,2025-06-13T13:23:50Z,neutral,0.4101693978764209,0.25498675328178566,0.2710383849375873,0.4739748617806271,down,19750087,0.051698042998092386,1062870892592.3729,NVIDIA Corporation,TSLA
2025-05-14,Verizon stock gains on strong wireless growth,Verizon stock gains on strong wireless growth according to Wall Street Journal analysis.,Verizon stock gains on strong wireless growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/66176,Wall Street Journal,2025-05-14T13:23:50Z,positive,0.8148285836865548,0.7739002140840315,0.12280512486511184,0.10329466105085676,flat,14886255,0.04144197075488079,641805885497.4882,IBM Corporation,GOOGL
2025-07-06,"Microsoft reports record profits, shares jump 8%","Microsoft reports record profits, shares jump 8% according to Zacks analysis.","Microsoft reports record profits, shares jump 8%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://zacks.com/article/86733,Zacks,2025-07-06T13:23:50Z,positive,0.743010207203735,0.6739974708307558,0.17851265099452204,0.14748987817472223,up,1384083,-0.1282831805207069,581446056759.555,Salesforce Inc.,TSLA
2025-06-11,Intel unveils new processor line,Intel unveils new processor line according to Zacks analysis.,Intel unveils new processor line. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/10560,Zacks,2025-06-11T13:23:50Z,neutral,0.49213198775432687,0.25458046893479197,0.17721318864111146,0.5682063424240965,up,2932303,0.04237971277706093,827875484890.6699,Meta Platforms,TSLA
2025-06-14,"NVIDIA reports record GPU sales, stock jumps 12%","NVIDIA reports record GPU sales, stock jumps 12% according to Financial Times analysis.","NVIDIA reports record GPU sales, stock jumps 12%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://financialtimes.com/article/63175,Financial Times,2025-06-14T13:23:50Z,positive,0.7394451068829667,0.6516989224216002,0.2232239401879675,0.12507713739043233,up,19123581,-0.025701895793937696,225659712595.19916,Adobe Inc.,AAPL
2025-06-14,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to Investor's Business Daily analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/57928,Investor's Business Daily,2025-06-14T13:23:50Z,negative,0.16370174995345982,0.12775263080855137,0.6770371449883917,0.19521022420305692,down,38331605,0.010982252779132284,1869709258847.1587,Microsoft Corporation,META
2025-05-09,Goldman Sachs reports quarterly results,Goldman Sachs reports quarterly results according to CNBC analysis.,Goldman Sachs reports quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/46912,CNBC,2025-05-09T13:23:50Z,neutral,0.3593204390733369,0.3509489442730119,0.22365099574585998,0.4254000599811282,flat,23565989,-0.10211017296796795,1792666822775.4124,Walmart Inc.,META
2025-06-23,Meta Platforms stock drops on privacy concerns,Meta Platforms stock drops on privacy concerns according to CNBC analysis.,Meta Platforms stock drops on privacy concerns. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/79672,CNBC,2025-06-23T13:23:50Z,negative,0.2800305069015007,0.12135634738221908,0.7203310561546136,0.15831259646316745,flat,2035108,-0.11961716285069808,1352109353037.591,JPMorgan Chase,META
2025-07-17,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Barron's analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/46558,Barron's,2025-07-17T13:23:50Z,negative,0.0735608728378396,0.10968557961376675,0.7454867149049161,0.14482770548131713,down,19439872,-0.05708002531619638,1717645299192.7585,Salesforce Inc.,TSLA
2025-05-29,"Amazon misses revenue targets, shares decline","Amazon misses revenue targets, shares decline according to Bloomberg analysis.","Amazon misses revenue targets, shares decline. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://bloomberg.com/article/22516,Bloomberg,2025-05-29T13:23:50Z,negative,0.09566846417506004,0.17700774163050412,0.6616114411444108,0.1613808172250849,down,38121000,-0.013735674070425752,1726996599029.0127,NVIDIA Corporation,META
2025-07-29,NVIDIA stock falls on chip shortage,NVIDIA stock falls on chip shortage according to Reuters analysis.,NVIDIA stock falls on chip shortage. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://reuters.com/article/22676,Reuters,2025-07-29T13:23:50Z,negative,0.20173185016076328,0.05364620717616569,0.8806288626982713,0.06572493012556295,down,4087714,0.06885642659293154,41661822682.473114,Goldman Sachs Group,AAPL
2025-06-13,JPMorgan Chase announces restructuring,JPMorgan Chase announces restructuring according to Benzinga analysis.,JPMorgan Chase announces restructuring. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/63517,Benzinga,2025-06-13T13:23:50Z,neutral,0.38592403655015955,0.2817072770439712,0.19486756393719062,0.5234251590188382,flat,20646137,-0.011964845039002359,31333223893.796978,Intel Corporation,GOOGL
2025-05-26,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to MarketWatch analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/42624,MarketWatch,2025-05-26T13:23:50Z,positive,0.7992698250166177,0.7551604967061324,0.10114467430144645,0.14369482899242111,up,46364187,-0.14416612247413602,1945950308269.131,Apple Inc.,MSFT
2025-07-03,Verizon stock drops on subscriber losses,Verizon stock drops on subscriber losses according to Benzinga analysis.,Verizon stock drops on subscriber losses. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/35651,Benzinga,2025-07-03T13:23:50Z,negative,0.19525534949677903,0.18595656343053962,0.6268668854025692,0.1871765511668911,down,40557306,-0.06509980937127668,76913959171.64345,JPMorgan Chase,NVDA
2025-06-07,AMD stock falls on supply chain issues,AMD stock falls on supply chain issues according to Zacks analysis.,AMD stock falls on supply chain issues. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/48262,Zacks,2025-06-07T13:23:50Z,negative,0.14288022352565002,0.09946321064786874,0.7427819796986256,0.15775480965350566,down,43111718,0.116924697088614,19321934817.449154,NVIDIA Corporation,MSFT
2025-06-17,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Yahoo Finance analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/87924,Yahoo Finance,2025-06-17T13:23:50Z,positive,0.6584574021341667,0.6519714348116574,0.21908840635800056,0.12894015883034204,up,7800541,-0.08638654518510767,211090002877.063,Verizon Communications,NVDA
2025-06-27,Oracle posts better-than-expected earnings,Oracle posts better-than-expected earnings according to Financial Times analysis.,Oracle posts better-than-expected earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/22856,Financial Times,2025-06-27T13:23:50Z,positive,0.8577718400232746,0.7160348966474307,0.21483075397603224,0.06913434937653708,up,12966251,0.08528394448637072,1168269151856.285,Advanced Micro Devices,NFLX
2025-06-29,Cisco reports strong quarterly results,Cisco reports strong quarterly results according to Wall Street Journal analysis.,Cisco reports strong quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/17436,Wall Street Journal,2025-06-29T13:23:50Z,positive,0.7882606205808955,0.7772073702697784,0.07994894482065171,0.1428436849095699,up,18884393,0.1253275927905482,395700185365.1723,JPMorgan Chase,MSFT
2025-06-28,Apple announces new product line,Apple announces new product line according to MarketWatch analysis.,Apple announces new product line. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/80880,MarketWatch,2025-06-28T13:23:50Z,neutral,0.5214883080083497,0.18654088686031778,0.28950115788414943,0.5239579552555328,flat,3473055,-0.08428224808203501,886636913293.6865,IBM Corporation,AMZN
2025-05-09,Microsoft releases quarterly earnings report,Microsoft releases quarterly earnings report according to Benzinga analysis.,Microsoft releases quarterly earnings report. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://benzinga.com/article/15192,Benzinga,2025-05-09T13:23:51Z,neutral,0.5968280729096996,0.2785005058264833,0.2681337219006435,0.4533657722728732,flat,13213092,0.07111905529325258,141132859054.61658,IBM Corporation,NVDA
2025-07-04,Netflix subscriber growth exceeds expectations,Netflix subscriber growth exceeds expectations according to TheStreet analysis.,Netflix subscriber growth exceeds expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/71521,TheStreet,2025-07-04T13:23:51Z,positive,0.7327784893850189,0.7236402466862472,0.17733789044933096,0.09902186286442187,flat,47661780,0.074917724035063,194540643243.44998,Adobe Inc.,AMZN
2025-06-11,"AMD beats earnings estimates, stock rallies","AMD beats earnings estimates, stock rallies according to Financial Times analysis.","AMD beats earnings estimates, stock rallies. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://financialtimes.com/article/74610,Financial Times,2025-06-11T13:23:51Z,positive,0.6904241795392723,0.7034876978197799,0.14901572804741495,0.14749657413280506,flat,12237698,0.027770454829448038,760468657633.067,Goldman Sachs Group,TSLA
2025-06-13,Apple stock plummets after disappointing earnings,Apple stock plummets after disappointing earnings according to Seeking Alpha analysis.,Apple stock plummets after disappointing earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/32117,Seeking Alpha,2025-06-13T13:23:51Z,negative,0.2938198712914038,0.1582084988224896,0.6387443345536511,0.20304716662385916,down,46393415,-0.07047324937438916,1468885667977.232,Bank of America,NFLX
2025-06-20,IBM launches new AI services,IBM launches new AI services according to Financial Times analysis.,IBM launches new AI services. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/92600,Financial Times,2025-06-20T13:23:51Z,neutral,0.4258297579853492,0.235152901149952,0.23122898583438262,0.5336181130156655,flat,14708759,0.12076016479157262,1744450142787.0435,Netflix Inc.,AMZN
2025-07-06,Google parent Alphabet reports stellar earnings,Google parent Alphabet reports stellar earnings according to TheStreet analysis.,Google parent Alphabet reports stellar earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/26105,TheStreet,2025-07-06T13:23:51Z,positive,0.9313113846138102,0.7209534701751804,0.19739915114943268,0.08164737867538696,flat,29197770,0.01222725056620691,1935971623743.141,JPMorgan Chase,AMZN
2025-06-05,Cisco reports weak quarterly results,Cisco reports weak quarterly results according to Zacks analysis.,Cisco reports weak quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/23313,Zacks,2025-06-05T13:23:51Z,negative,0.07194275284348518,0.1818591158766384,0.6142422436553042,0.20389864046805742,down,37402843,-0.007969519921785378,1226727551125.491,Oracle Corporation,NVDA
2025-07-26,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to TheStreet analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/90618,TheStreet,2025-07-26T13:23:51Z,negative,0.20957989326583742,0.11815943018870947,0.6787862655658091,0.2030543042454814,down,15584766,0.010611261791518306,339080600425.7119,Apple Inc.,MSFT
2025-07-29,Meta Platforms updates privacy policy,Meta Platforms updates privacy policy according to Financial Times analysis.,Meta Platforms updates privacy policy. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/30684,Financial Times,2025-07-29T13:23:51Z,neutral,0.5157014040366509,0.20299863767481982,0.20171816452240626,0.595283197802774,flat,30978764,0.08570074496334576,652233307947.4908,Netflix Inc.,NFLX
2025-06-18,Google parent Alphabet holds annual meeting,Google parent Alphabet holds annual meeting according to Seeking Alpha analysis.,Google parent Alphabet holds annual meeting. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/90720,Seeking Alpha,2025-06-18T13:23:51Z,neutral,0.46587091858972685,0.27906041677947363,0.2546541914320316,0.4662853917884947,flat,47347043,-0.11301482176427616,295757748349.32745,Cisco Systems,NFLX
2025-06-12,Salesforce reports disappointing growth,Salesforce reports disappointing growth according to Barron's analysis.,Salesforce reports disappointing growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/79687,Barron's,2025-06-12T13:23:51Z,negative,0.2318041495808244,0.19116261826014952,0.7178369246844094,0.091000457055441,flat,21181374,0.097451147818722,1713368060113.6272,Advanced Micro Devices,AAPL
2025-05-18,Netflix subscriber growth exceeds expectations,Netflix subscriber growth exceeds expectations according to Barron's analysis.,Netflix subscriber growth exceeds expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/89803,Barron's,2025-05-18T13:23:51Z,positive,0.7978344037594867,0.6644456517245835,0.2518043857170932,0.08374996255832325,up,14283643,-0.04528427266153458,1932485225685.935,Advanced Micro Devices,NFLX
2025-05-11,"AMD beats earnings estimates, stock rallies","AMD beats earnings estimates, stock rallies according to Motley Fool analysis.","AMD beats earnings estimates, stock rallies. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://motleyfool.com/article/84519,Motley Fool,2025-05-11T13:23:51Z,positive,0.6715942455389965,0.6664817200161485,0.18978386644298226,0.14373441354086922,up,47525732,0.14005966508801806,1053663290236.9889,Verizon Communications,GOOGL
2025-05-17,Intel unveils new processor line,Intel unveils new processor line according to TheStreet analysis.,Intel unveils new processor line. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://thestreet.com/article/33341,TheStreet,2025-05-17T13:23:51Z,neutral,0.4828207783119375,0.3251962616288512,0.20790758153517191,0.46689615683597696,up,21266766,-0.12959693041427384,388384470916.68634,NVIDIA Corporation,META
2025-06-29,JPMorgan Chase posts record profits,JPMorgan Chase posts record profits according to Motley Fool analysis.,JPMorgan Chase posts record profits. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/87779,Motley Fool,2025-06-29T13:23:51Z,positive,0.6668740082945518,0.5782511071495471,0.2302528889253424,0.1914960039251106,up,1483075,-0.06944997714075138,1308817324110.6904,Intel Corporation,AMZN
2025-06-25,AMD announces new graphics cards,AMD announces new graphics cards according to MarketWatch analysis.,AMD announces new graphics cards. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/70313,MarketWatch,2025-06-25T13:23:51Z,neutral,0.4303322943812352,0.2430711336434116,0.24571647526493867,0.5112123910916497,flat,14486194,0.017004615804526058,1291872825230.3506,Intel Corporation,AAPL
2025-06-20,AMD stock falls on supply chain issues,AMD stock falls on supply chain issues according to Financial Times analysis.,AMD stock falls on supply chain issues. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/88287,Financial Times,2025-06-20T13:23:51Z,negative,0.10913181164709565,0.1911948267501965,0.6892243863052695,0.1195807869445342,flat,41205155,-0.03297418836593591,389901391430.1227,JPMorgan Chase,NVDA
